id,prediction
0,0.0
1,0.0
2,0.0
3,60.081891012155154
4,327.60267664706066
5,911.0674755760099
6,1908.6756023302419
7,2959.1749904849084
8,2670.3142607981317
9,2736.4097394846863
10,2934.7869839041623
11,3149.1399761105613
12,2429.337057116256
13,2665.040858540533
14,2377.3694003780465
15,1630.3374907575635
16,1227.9291402878914
17,621.8471240771074
18,254.17035180742704
19,22.682114968092748
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,6.533097563441122
27,214.01547279060432
28,740.7264313578196
29,1390.6274289102075
30,2220.698329758362
31,3136.2413567384738
32,3960.5724824547256
33,4209.52335027031
34,4302.324209813478
35,4396.732994314581
36,4143.697545217794
37,3875.447587335941
38,3526.90217453884
39,2858.249936362866
40,1818.3618941577847
41,845.2680122111399
42,446.8946870656788
43,128.34277757185248
44,13.80206864158154
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,34.24760698847529
51,286.9977221911413
52,691.8446386899087
53,1392.6774259879062
54,2655.6566024141753
55,3649.8736680697757
56,4290.593502311279
57,4876.720699023108
58,4992.591658834423
59,4441.104010297289
60,4299.837102629646
61,3862.0771980815807
62,3104.6286493457683
63,2100.3399631614184
64,1286.4967237745932
65,702.8128827346648
66,378.0768765912427
67,136.68042841101072
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,19.428420935969264
75,137.34454845958288
76,472.7013763559328
77,1252.3260612684635
78,2618.524132090867
79,3716.919978765891
80,3545.4438713227337
81,3497.7147515944116
82,3457.2892312647136
83,3394.526291337561
84,3301.8094811639353
85,2880.494720250601
86,3242.471404715233
87,2603.8202721167163
88,1845.2750391392808
89,674.7417359518777
90,302.3526684565185
91,124.31371977199652
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,64.23002072300811
99,328.4343528216866
100,618.4897168455277
101,1430.5067014666522
102,2835.777265032488
103,3674.5390848789007
104,4479.225568426806
105,4779.6541648051225
106,4939.616087739429
107,4947.82053603936
108,4764.721279535012
109,4108.0583099805835
110,3572.185505579264
111,2889.65872563229
112,1953.5300243329575
113,1021.1413002318999
114,459.23137052737815
115,200.40430994641295
116,19.308781730089535
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,67.30747773889433
123,268.8767342349952
124,687.8470205781161
125,1653.659661792499
126,2780.253990425847
127,3849.8679040614084
128,4117.616401344001
129,3817.55457226053
130,3689.770985093505
131,3261.5454710478743
132,2885.1359457153303
133,3191.7140776188944
134,3168.9762244571784
135,2403.9761106332426
136,1485.8421183896262
137,881.3129365029151
138,463.18906051940985
139,204.5269835535023
140,23.097155526875426
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,80.09949306125239
147,289.0475776583187
148,729.2641741970062
149,1741.5377621133998
150,2877.9322081205855
151,3926.139614714964
152,4312.675702149112
153,4544.676043075619
154,4221.233890028162
155,4110.659726516709
156,3502.3628327272527
157,3361.2330928912447
158,3093.4204463845936
159,2335.5525042453432
160,1621.4989069210264
161,893.3658152042713
162,468.89219209991785
163,193.29360118866748
164,15.26556042307981
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,12.07304721242098
171,87.63368855494377
172,168.77788863076816
173,234.61473676137643
174,292.9311784256679
175,408.12887671863473
176,570.7314599082192
177,768.963281465758
178,868.4269952597687
179,1342.6097865921683
180,1747.3965708765882
181,1958.5407584713726
182,2004.7749513157573
183,1642.9097212686147
184,999.6921117835309
185,561.5639302819827
186,306.12691851338514
187,135.98181268586512
188,18.215259343608537
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,53.283590584524916
195,191.25438677293366
196,397.1288040381496
197,892.3366109561013
198,1369.886598458561
199,2255.656678339721
200,1582.4101892847257
201,2038.1144044448283
202,2537.1147062441323
203,1787.9285491283554
204,2374.0587441075027
205,2639.5328209555432
206,2147.788970226108
207,1100.7998355479708
208,741.7164888743205
209,435.3445733338483
210,194.09435033705634
211,54.97203498237688
212,6.084212872242821
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,33.17379929371465
219,113.5887003995291
220,173.26773530111305
221,304.93308478064614
222,763.0722463198933
223,1311.3895176162696
224,1929.5901735379352
225,1879.7651785856187
226,1664.180820394101
227,1548.7777880172137
228,1140.530268474322
229,966.5433926057835
230,828.2026224169563
231,648.4132102263361
232,477.21142571340624
233,292.8420604375581
234,182.7595830898668
235,45.07537047465118
236,11.951472296482907
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,28.7660949440373
243,119.29737092717346
244,297.25693903121106
245,957.6354516052293
246,1398.7089709308798
247,2241.3341404002394
248,2104.4439804037443
249,1513.8267892265872
250,1828.5668409651657
251,1594.3599265913774
252,2389.5836431822104
253,2307.213321285393
254,2105.372408630413
255,1775.8435657852092
256,1351.6874015979415
257,813.6562814823304
258,495.3922477611668
259,208.9649179254252
260,56.75274227944596
261,6.436086059942969
262,0.0
263,0.0
264,0.0
265,0.0
266,72.99507342796244
267,156.31055990867299
268,369.79157801989874
269,763.0868594591068
270,1064.3083331538114
271,1184.984409895448
272,1555.1759162150486
273,1549.6971438897467
274,1492.4379567404017
275,1467.4685323997114
276,1219.1808816062521
277,857.6402155805547
278,870.3702443204079
279,733.9935304746796
280,592.0650150757824
281,358.45015334946845
282,181.10592659129367
283,63.49855457217954
284,7.7232984798389825
285,0.0
286,0.0
287,0.0
288,0.0
289,7.634786623294497
290,83.28413827851918
291,186.19510148479475
292,422.3543656628576
293,905.3569425684727
294,1380.5468104665888
295,1974.596693808814
296,2000.6306561552572
297,2576.725274282133
298,2852.352682950984
299,2561.3332170105696
300,2340.3203212047224
301,2234.665167490469
302,2143.9239465113865
303,1550.6368178269802
304,1117.6642318387514
305,812.8132435614516
306,420.5068282736181
307,204.98956718425345
308,36.41805908613384
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,70.5488890679004
315,231.07792634709824
316,518.4431763355403
317,760.4935799886705
318,1390.1506992711093
319,2007.1531972771686
320,2631.516852216693
321,2905.736710486138
322,3044.633563016264
323,2877.0917728454615
324,2371.050471407225
325,1767.9005035167363
326,1402.832288530413
327,925.7364126968616
328,715.547867400482
329,408.1540632688598
330,199.26868183483873
331,90.55474120100591
332,14.992425526418302
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,30.593861318042762
339,108.94683829076344
340,248.48240418141722
341,487.865741229611
342,773.807116596
343,995.5921275485205
344,1332.826429330059
345,1534.1866079248716
346,1478.7984081188974
347,1973.104445714138
348,1710.3900671039341
349,1656.2772961879339
350,1405.4168974546174
351,1174.6824394982
352,736.7474562315949
353,422.78271365291005
354,253.33613160234512
355,138.26593884292254
356,37.10280044678517
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,53.13352324296868
363,193.92757920592112
364,333.0615322682082
365,561.0286404015967
