id,prediction
0,0.0
1,0.0
2,0.0
3,60.807839731289185
4,364.87327061768457
5,878.9047898866396
6,1839.2684372323297
7,2842.498364668763
8,2780.5095387477454
9,2853.344300708056
10,2987.8837383370246
11,3068.0268919528685
12,2420.427804563465
13,2525.2016945418927
14,2362.692157965554
15,1628.3386891538796
16,1213.0911705489057
17,635.1781614477709
18,253.28879803737476
19,23.808478319754265
20,0.0
21,0.0
22,0.0
23,0.0
24,0.0
25,0.0
26,9.685585211314352
27,180.53300569295118
28,732.6147339701179
29,1422.6871257036787
30,2156.617212745659
31,3039.3306856228587
32,3942.4962242187116
33,4254.531095962603
34,4332.779600285732
35,4423.063402991064
36,4073.803920361374
37,3895.4920422497057
38,3527.500535530974
39,2854.974521036129
40,1875.6688058436857
41,873.986065007687
42,438.5307761681213
43,121.00520831021747
44,13.275285787612425
45,0.0
46,0.0
47,0.0
48,0.0
49,0.0
50,31.468841160836366
51,266.71487588261505
52,684.3940647816031
53,1546.014483845613
54,2795.3432050595
55,3777.516752486263
56,4365.933301008408
57,4898.192828744297
58,5022.016432570015
59,4610.620360922633
60,4314.616512713695
61,3970.0454321887178
62,3251.8955564881094
63,2210.4493977638886
64,1310.3865496775084
65,760.4696672060779
66,399.3459868841753
67,136.72571545750088
68,0.0
69,0.0
70,0.0
71,0.0
72,0.0
73,0.0
74,19.036432250211732
75,138.91744575370052
76,486.43280128571695
77,1314.4636410835594
78,2684.7363826333667
79,3868.0831140476334
80,3940.4095863598272
81,3548.098840273926
82,3669.253662824253
83,3666.226386067239
84,3460.7815070187935
85,2983.4153600042987
86,3275.35150628382
87,2776.971463930011
88,1928.9825743276817
89,696.9765167713214
90,290.7190882567989
91,121.02405948608794
92,0.0
93,0.0
94,0.0
95,0.0
96,0.0
97,0.0
98,55.05140977904707
99,309.76063356539646
100,660.6697525474142
101,1503.9036686746576
102,2874.2999757682455
103,3727.4881573577636
104,4506.868774161265
105,4775.142160604008
106,4919.4205652363835
107,4960.07480943972
108,4801.781967934427
109,4219.99870487517
110,3631.520860653955
111,2847.4240131421284
112,1914.8462789986238
113,1025.1302453214744
114,454.56349521318225
115,197.5778613489402
116,14.730788426133428
117,0.0
118,0.0
119,0.0
120,0.0
121,0.0
122,69.19797724616313
123,276.8281133467648
124,709.3009713789861
125,1698.670813473938
126,2839.7291201517846
127,3933.0381497666376
128,4164.154886857645
129,4011.426344953516
130,3828.1831014221552
131,3379.376101715882
132,3055.5707651185503
133,3360.0493598571206
134,3318.8424219282115
135,2509.6554274879713
136,1566.79979357793
137,914.8676362673448
138,468.4271271468893
139,201.86338744858855
140,19.884470837315668
141,0.0
142,0.0
143,0.0
144,0.0
145,0.0
146,82.97254897895561
147,294.8337588181846
148,752.063438100497
149,1799.0324587830921
150,2965.5368796609014
151,3980.027767043563
152,4525.660171779436
153,4789.589560557329
154,4391.612778395264
155,4242.976155618161
156,3808.757429968317
157,3515.0178281711733
158,3223.672299117069
159,2406.1816275851775
160,1625.084543236541
161,902.4700268518058
162,461.43163266121644
163,185.5913739534283
164,16.99955785339629
165,0.0
166,0.0
167,0.0
168,0.0
169,0.0
170,9.618440943253976
171,83.66184539142286
172,164.7318425787796
173,220.5869320060419
174,305.5746946986326
175,450.12935405040946
176,592.2263941239413
177,743.7433560847677
178,870.1851937756559
179,1302.014653480017
180,1650.7743722653427
181,1951.832393236077
182,1895.8644888578813
183,1646.897520610602
184,1090.695076575938
185,567.7213723613145
186,289.5437417695199
187,128.56479912831114
188,20.091935047272365
189,0.0
190,0.0
191,0.0
192,0.0
193,0.0
194,55.086479645162086
195,187.72585370765898
196,401.20236781024994
197,808.7168300203314
198,1352.1446906227743
199,2177.4339557785834
200,1579.3414505212531
201,2063.7140646801504
202,2560.337721237357
203,1853.7222174290655
204,2430.3685621926174
205,2690.6113961387
206,2233.097678364909
207,1096.7520174454287
208,693.7110710265968
209,400.80641981571836
210,199.2803035536646
211,55.107302899787186
212,0.0
213,0.0
214,0.0
215,0.0
216,0.0
217,0.0
218,32.98004077919033
219,110.49371944370614
220,172.74057617547328
221,304.63054247843013
222,723.3265256223209
223,1201.8286721327809
224,1840.7459778536136
225,1744.3876400124925
226,1571.3810561089792
227,1496.7387112784709
228,1210.4949501820076
229,964.1660707588559
230,814.677009899038
231,659.9925027118757
232,481.01602546646393
233,286.1135793183161
234,177.10320857025803
235,40.99582879843592
236,11.732398111286694
237,0.0
238,0.0
239,0.0
240,0.0
241,0.0
242,30.425262357947876
243,119.89312363556623
244,310.76814124472924
245,838.1984066771201
246,1368.3059351512024
247,2134.973762087725
248,2064.7294499309737
249,1398.9798101892316
250,1546.2107506909776
251,1568.3317371996052
252,2110.1682594968815
253,2049.4883841012315
254,1840.9098582471265
255,1697.0533076926315
256,1326.925441705864
257,842.6620584858175
258,496.45935122248966
259,209.81742461180116
260,61.229381661621886
261,0.0
262,0.0
263,0.0
264,0.0
265,0.0
266,66.99312541076924
267,151.8336274453664
268,361.7609159297601
269,696.4011966326153
270,949.3989904591942
271,1181.9369746608793
272,1485.7049500056546
273,1580.180406587445
274,1528.9384602359605
275,1457.9752967380168
276,1440.506306935247
277,1102.440389169512
278,1043.1929551594008
279,860.4450417390248
280,639.4705716854733
281,400.14017565152653
282,195.7688605175716
283,58.815361162805424
284,0.0
285,0.0
286,0.0
287,0.0
288,0.0
289,0.0
290,82.72355563609318
291,173.67396797079022
292,402.329725938096
293,788.858872626941
294,1368.9043017776435
295,1839.5373445064597
296,1852.0362737670237
297,2420.0482234891524
298,2768.168357729099
299,2474.149880459003
300,2218.005429316867
301,2113.206781423889
302,1958.5879466236154
303,1562.6189940687793
304,1054.5742260893112
305,719.4239085835262
306,384.72429760239953
307,185.01451310136474
308,38.30885876354948
309,0.0
310,0.0
311,0.0
312,0.0
313,0.0
314,72.51679382349607
315,230.99559345695224
316,495.8532415726691
317,792.910035210992
318,1455.0907661726708
319,2045.9673100812759
320,2570.051517944118
321,2889.7637145807444
322,3146.3526349784115
323,2799.5248275774875
324,2392.2135143567702
325,1826.1788782398103
326,1419.225990995714
327,967.0219746203932
328,725.9394385173598
329,417.20829681571456
330,181.81429403758352
331,86.23294326226684
332,15.234289572552239
333,0.0
334,0.0
335,0.0
336,0.0
337,0.0
338,28.390821875831072
339,105.05400329349041
340,255.60870371930872
341,485.1744104373006
342,733.8960579592363
343,954.6464321680985
344,1221.3196259667525
345,1509.3862107877637
346,1518.5954793615767
347,1903.1203469498062
348,1753.2360571423465
349,1604.649469028284
350,1355.1864731256596
351,1106.478963129859
352,735.7475028231416
353,422.5312386373177
354,256.6026653730844
355,131.36022838735605
356,40.20057161156443
357,0.0
358,0.0
359,0.0
360,0.0
361,0.0
362,54.44520966669849
363,178.55914961416892
364,333.6993527327262
365,533.957197004043
366,844.1537919914163
367,1153.944246171227
